"text","retweet_count","favorited","truncated","id_str","in_reply_to_screen_name","source","retweeted","created_at","in_reply_to_status_id_str","in_reply_to_user_id_str","lang","listed_count","verified","location","user_id_str","description","geo_enabled","user_created_at","statuses_count","followers_count","favourites_count","protected","user_url","name","time_zone","user_lang","utc_offset","friends_count","screen_name","country_code","country","place_type","full_name","place_name","place_id","place_lat","place_lon","lat","lon","expanded_url","url"
"RT @ManUtd: FT: Stoke 1 United 1. Rooney rescues a point with a brilliant free-kick after the hosts took the lead through an ow‚Ä¶ ",2137,FALSE,FALSE,"822850621573238784",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Sat Jan 21 16:57:30 +0000 2017",NA,NA,"en",2,FALSE,"Tegal Jateng","1451729432","@ManUtd | @persib | Dream , Believe and Make it Happen | IG : afifatun.nisa",TRUE,"Thu May 23 15:04:13 +0000 2013",4271,281,16,FALSE,NA,"Khusnul A. Nisa","Bangkok","id",25200,165,"anisafifa10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/i/web/status/822845020554272768",""
"RT @danielle0597: Proud of this girl  Ì†ΩÌ±èÌ†ΩÌ±è #WomensMarch https://t.co/EBRhn2k8QZ",24,FALSE,FALSE,"822850786065518593",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Jan 21 16:58:09 +0000 2017",NA,NA,"en",9,FALSE,NA,"371362741",".Ig: hiphip_janay Sc: hiphip_janay Ì†ºÌºÜ Philly",TRUE,"Sat Sep 10 18:13:32 +0000 2011",127399,4038,13264,FALSE,"http://lifeforme-225.tumblr.com/","Nay Ì†ºÌºπÌ†ºÌºà","Quito","en",-18000,2684,"50shadesof_NAY_",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RT @USARedOrchestra: Women's March in DC is now the largest inauguration protest in history, but huge marches taking place throughout th‚Ä¶ ",7,FALSE,FALSE,"822850823579377664",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Sat Jan 21 16:58:18 +0000 2017",NA,NA,"en",44,FALSE,"Southeast","20469237","Just an independent thinking guy that likes politics #StrongerTogether #StopTheHate #BlackLivesMatter #ImStillWithHer #AmericaDeservesBetter
#HoldGOPaccountable",FALSE,"Mon Feb 09 21:30:15 +0000 2009",16744,755,14647,FALSE,NA,"GMG","Eastern Time (US & Canada)","en",-18000,628,"gmgaston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://soundcloud.com/bass_the_beast_18/tough-love-prod-by-jamel-at-loudrapbeatscommastered",""
"They sent pogba last match, they sent mata today. Ì†ΩÌ∏≠",0,FALSE,FALSE,"822851650129948672",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Jan 21 17:01:35 +0000 2017",NA,NA,"en",7,FALSE,"Eagan, MN","85129579","smooth as silk, cool as ice...Gentleman in Every situation",TRUE,"Sun Oct 25 17:53:41 +0000 2009",25736,393,686,FALSE,NA,"Bobo ÓÑé",NA,"en",NA,500,"elelseven",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"@womensmarch We're getting more #WomensMarch images from pakistan: https://t.co/480NkfOb9g",0,FALSE,FALSE,"822851443313045506","womensmarch","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Sat Jan 21 17:00:46 +0000 2017","822817044450013184","800942537083068416","en",21,FALSE,NA,"778558082301526016",NA,TRUE,"Wed Sep 21 11:34:46 +0000 2016",13352,622,10926,FALSE,NA,"Shitlery Cuntoon","Pacific Time (US & Canada)","en",-28800,890,"Shitlery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RT @riyasharma266: If he's not your president, get out of America. We put up with Obama for 8 years, you can put up with Trump. Grow up.. Ì†ΩÌ∏í‚Ä¶",60,FALSE,FALSE,"822851314082119681",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Jan 21 17:00:15 +0000 2017",NA,NA,"en",0,FALSE,NA,"705461932514369537",NA,FALSE,"Thu Mar 03 18:36:46 +0000 2016",105,13,57,FALSE,NA,"Rhonda Hurt",NA,"en",NA,74,"rhurt7_hurt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RT @electrxhxart: nao esperava menos dos amores #WomensMarch https://t.co/8C5TNjLVDc",53,FALSE,FALSE,"822850999232692224",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Sat Jan 21 16:59:00 +0000 2017",NA,NA,"pt",2,FALSE,NA,"3709956561",NA,FALSE,"Sat Sep 19 19:16:09 +0000 2015",2676,1437,1129,FALSE,NA,"Lainy","Pacific Time (US & Canada)","pt",-28800,1289,"CHOROzza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RT @SebastianEPayne: Incredible sight at a packed Trafalgar Square #WomensMarch https://t.co/uNCwI1TI1C",1266,FALSE,FALSE,"822851599311568896",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>",FALSE,"Sat Jan 21 17:01:23 +0000 2017",NA,NA,"en",254,FALSE,NA,"200697773",NA,TRUE,"Sun Oct 10 00:34:39 +0000 2010",88877,2255,56296,FALSE,NA,"Kolson","Pacific Time (US & Canada)","en",-28800,3372,"llstudent08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RT @MSNBC: Ashley Judd talks about what it means to be a ""nasty women"" during #WomensMarch  https://t.co/yUyTXSTnUG",87,FALSE,FALSE,"822852006050025472",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Jan 21 17:03:00 +0000 2017",NA,NA,"en",4,FALSE,"Whittier, CA","1333095242",NA,TRUE,"Sun Apr 07 03:50:44 +0000 2013",1699,17,4012,FALSE,NA,"B AL",NA,"en",NA,41,"LeonDoggiemom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.facebook.com/cnn/videos/10155945796281509/","https://t.co/yUyTXSTnUG"
"@BBCBreaking Wayne Rooney INCREDIBLE FREE KICK vs Stoke City | RECORD BREAKING GOAL | 250th Premier League Goal https://t.co/cGETLRXFDa",0,FALSE,FALSE,"822851829612552192","BBCBreaking","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Sat Jan 21 17:02:18 +0000 2017","822851380792750085","5402612","en",3,FALSE,"Eastbourne","516793665","YouTuber and Football Fanatic!      https://t.co/nUlO4bv2E3      https://t.co/9cDDFl6jTb                                   Snapchat: Simon ;)",FALSE,"Tue Mar 06 19:08:42 +0000 2012",8782,1017,1909,FALSE,"http://www.Youtube.com/EvilSimon","Evil Simon","Amsterdam","en",3600,2540,"EvilSimonn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://wcvb.com/article/womens-march-for-america-will-impact-traffic-and-parking-in-boston/8614813?src=app","https://t.co/cGETLRXFDa"
"RT @ManUtd: 90+4' - GOOOAL! Stoke 1 United 1. 

Wayne Rooney equalises and makes history to become #MUFC's all-time leading sco‚Ä¶ ",12271,FALSE,FALSE,"822850462198153217",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Jan 21 16:56:52 +0000 2017",NA,NA,"en",3,FALSE,"Peckham, London","756851306212495360","Why You love me so, Lord I shall never know. Actor represented by @IAGtalent",FALSE,"Sat Jul 23 13:59:47 +0000 2016",430,97,121,FALSE,NA,"David Alade",NA,"en",NA,96,"davidalade_",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/ferguson_son/status/822849543515570178",""
"RT @BradfordPearson: Hard to argue. #WomensMarch https://t.co/7f9llKeX0J",2,FALSE,FALSE,"822851083366240256",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Jan 21 16:59:20 +0000 2017",NA,NA,"en",3,FALSE,"Your Sub-Conscious ","2713662118","Every Truth You Seek Is Buried Beneath... May Your Guts Seam Through Every Jaded Speech! #WeAreFree #WeAreFree #FreeFromEvil #FreeFromGreed #FreeFromOppression",FALSE,"Wed Jul 16 01:47:50 +0000 2014",350,40,118,FALSE,NA,"#WeAreFree","Pacific Time (US & Canada)","en",-28800,114,"iVenture4u",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"‚ù§Ô∏èÌ†ΩÌ∏ç https://t.co/s4wwqPEiBF",0,FALSE,FALSE,"822851628382318592",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Jan 21 17:01:30 +0000 2017",NA,NA,"und",40,FALSE,"Guadalajara, Jalisco","4605633500","embrace yourself",TRUE,"Sat Dec 19 19:14:45 +0000 2015",13404,1103,29921,FALSE,"https://www.instagram.com/pedrofer92","pfernando92","Guadalajara","es",-21600,1401,"pfernando92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.instagram.com/NBFootball","https://t.co/s4wwqPEiBF"
"RT @ManUtd: 90+4' - GOOOAL! Stoke 1 United 1. 

Wayne Rooney equalises and makes history to become #MUFC's all-time leading sco‚Ä¶ ",12713,FALSE,FALSE,"822850610122936326",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Jan 21 16:57:27 +0000 2017",NA,NA,"en",1,FALSE,"Atlanta, GA","3298615479","BHS 19 - shmoney fc football club",TRUE,"Tue May 26 01:14:48 +0000 2015",2163,282,3589,FALSE,"http://www.ebay.com/usr/lockthrifts?_trksid=p2047675.l2559","Simon Lockhart",NA,"en",NA,338,"simon_lockhart",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/p/BPiLFk0B6E0/",""
"RT @Dorinha_Suk: Como eu queria estar em Washington protestando contra essa laranja, vulgo Donald Trump 
#WomensMarch",3,FALSE,FALSE,"822850915447279617",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Jan 21 16:58:40 +0000 2017",NA,NA,"pt",7,FALSE,"kp4 ,5h3 , cc1","697922003995619329","esse fc √© uma mistura louca de Katy Perry , Fifth Harmony , Camila Cabello e Shawn Mendes",FALSE,"Thu Feb 11 23:15:47 +0000 2016",1560,3676,4165,FALSE,NA,"gab sdv ou unf",NA,"pt",NA,2434,"workfromkaty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RT @nicholaskitchel: This is not the #WomensMarch. 

This is only the crowd of people who are walking to the march. 

On one street. 

I‚Ä¶ ",1791,FALSE,FALSE,"822850626199621632",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Jan 21 16:57:31 +0000 2017",NA,NA,"en",78,FALSE,NA,"782001636260446208","Mother of 5, There names are I Need, I Want, Can I Have, Give Me & Buy Me. My 5 Handsome Grandsons & 5 Pups! My Alter Ego Is GefilteFishMom! #InvestigateTrump!",FALSE,"Fri Sep 30 23:38:13 +0000 2016",46578,2351,47885,FALSE,NA,"Marilee",NA,"en",NA,3303,"MeatballMom2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://snpy.tv/2iXjNxI",""
"RT @katyperry: Unity. Protection. Power. Progress. WOMEN RISE UP! Getting ready to march with my sisters! @womensmarch #WomensMarch https:/‚Ä¶",5639,FALSE,FALSE,"822852173637808129",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Jan 21 17:03:40 +0000 2017",NA,NA,"en",53,FALSE,"Hogwarts, Gryffindor tower","2866076163","Harry Potter & Fantastic Beasts + SKAM",FALSE,"Fri Nov 07 18:45:48 +0000 2014",113409,3583,46806,FALSE,NA,"mailo 663","Mid-Atlantic","pt",-7200,384,"bravefawkes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RT @NPASLondon: Busy afternoon working 4 @metpoliceuk &amp; sharing the skies with @SkyNews helo covering #WomensMarch in #London‚Ä¶ ",122,FALSE,FALSE,"822852161365274625",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Sat Jan 21 17:03:37 +0000 2017",NA,NA,"en",0,FALSE,NA,"743449666583433216",NA,FALSE,"Thu Jun 16 14:26:28 +0000 2016",26,13,4,FALSE,NA,"Caroline Croft",NA,"en",NA,61,"CarolineCroft8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/hillaryclinton/status/822846188936396803",""
"RT @VOANews: Thousands of women gather for #WomensMarch to protest President Donald Trump's agenda https://t.co/ATN5VonHZO https://t.co/TwU‚Ä¶",25,FALSE,FALSE,"822850864943681540",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Jan 21 16:58:28 +0000 2017",NA,NA,"en",15,FALSE,"Washington, DC","20562024","Working on #publicdiplomacy @IIPState All tweets are my own, RT not endorsements. 1st Gen, Mexican American. @AmericanUAlum @Penn_State",TRUE,"Wed Feb 11 01:05:30 +0000 2009",1008,296,417,FALSE,"http://share.america.gov","Ana Ayala","Eastern Time (US & Canada)","en",-18000,525,"anayathzin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/Conteholic/status/822850752905363461","https://t.co/ATN5VonHZO"
"RT @MaydnUSA: When do you plan on marching for the rights of muslim women beaten, stoned, mutilated, &amp; slain by their own fathers &amp; brother‚Ä¶",79,FALSE,FALSE,"822851659223146497",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Jan 21 17:01:38 +0000 2017",NA,NA,"en",73,FALSE,"South Carolina, USA","783014727903481856","Conservative, Househusband, Information Junkie",FALSE,"Mon Oct 03 18:43:53 +0000 2016",23239,605,312,FALSE,NA,"Rddock",NA,"en",NA,1357,"iamshort2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RT @sohio1: @JoyAnnReid Holy smoke, did you hear #ashleyJudd? #WomensMarch",1,FALSE,FALSE,"822851566172508160",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Sat Jan 21 17:01:15 +0000 2017",NA,NA,"en",22,FALSE,"Northeast USA","141630553",NA,FALSE,"Sat May 08 15:49:20 +0000 2010",6585,655,2535,FALSE,NA,"Nobles","Eastern Time (US & Canada)","en",-18000,985,"Nobles2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RT @soniamoghe: #WomensMarch in Boston right now https://t.co/d0TTGJZgQC",1041,FALSE,FALSE,"822852202771398656",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Jan 21 17:03:47 +0000 2017",NA,NA,"en",36,FALSE,NA,"213104292",NA,TRUE,"Mon Nov 08 00:02:10 +0000 2010",26772,503,32840,FALSE,NA,"Redmor11","Athens","fr",7200,1781,"redmor11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RT @THR: Signs at the #WomensMarch at Sundance: https://t.co/ZWdRcRcy2h",7,FALSE,FALSE,"822852215610245120",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Sat Jan 21 17:03:50 +0000 2017",NA,NA,"en",20,FALSE,"Land of the WhoDats","2716093868","To forever pursue the fountain of knowledge, but to never quench my thirst.",FALSE,"Fri Aug 08 04:02:52 +0000 2014",8170,56,4855,FALSE,NA,"Soooooo...... Umm","Pacific Time (US & Canada)","en",-28800,194,"CalienteSUJag",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"@LanaParrilla Hi Lana, I'm waiting for you in #WomensMarch Ì†ΩÌπåÌ†ºÌøª",0,FALSE,FALSE,"822850827748540417","LanaParrilla","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Jan 21 16:58:19 +0000 2017",NA,"129400817","en",9,FALSE,"Vergara ‚Ä¢ Mclver ‚Ä¢ Gaga ‚Ä¢Perry","401639900","Lana Parrilla - Jennifer Morrison - Bex Mader . @parrillawhoo",TRUE,"Sun Oct 30 21:17:31 +0000 2011",82912,791,3424,FALSE,NA,"Sabrina","Brasilia","pt",-7200,175,"sahmedyslive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RT @MaylanStudart: My crew is marching with @Everytown @MomsDemand in the #WomensMarch in NYC #endgunviolence https://t.co/AtEQGAmGik",55,FALSE,FALSE,"822852259063230464",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Jan 21 17:04:01 +0000 2017",NA,NA,"en",859,FALSE,"At the Gates of Hell (Texas)","495602226","I am ultra-progressive...that's all you need to know (except that I'm certain Donald Trump is going to destroy civilization, such as it is). That's all, thanks.",TRUE,"Sat Feb 18 04:07:44 +0000 2012",237639,3137,221646,FALSE,NA,"G.G.Gordon","Central Time (US & Canada)","en",-21600,3935,"GGG_says",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RT @lsarsour: I had to get him here. Charlie Brotman, inauguration announcer since Eisenhower dropped by Trump is HERE with us!‚Ä¶ ",5555,FALSE,FALSE,"822851783450066946",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Jan 21 17:02:07 +0000 2017",NA,NA,"en",6,FALSE,NA,"811989517032898566","Tweeter formally known as classicsixbooks :: VA school librarian :: Mum & Wife :: future author ~ Birds fly to the stars, I guess.",FALSE,"Thu Dec 22 17:39:21 +0000 2016",462,37,363,FALSE,NA,"Amy",NA,"en",NA,133,"classic6books",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://share.ew.com/XK7uakf",""
"100% ...but that's not why we didn't win. It's the same situation https://t.co/ukXFZROFXI",0,FALSE,FALSE,"822852240633450497",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Jan 21 17:03:56 +0000 2017",NA,NA,"en",90,FALSE,"Illuminated #MUFC ‚ù§Ô∏è","150229480","#FilthyFellas #Vibbar #UnitedRoad #DMDPodcast || Insta: _Skribz || Officialskribz@gmail.com || Subscribe to #FilthyFellas on Youtube",TRUE,"Mon May 31 12:13:06 +0000 2010",198828,8080,1832,FALSE,"http://SkribzSays.Wordpress.com","Skribz","London","en",0,1395,"OfficialSkribz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.facebook.com/cnn/videos/10155945796281509/","https://t.co/ukXFZROFXI"
"Manchester United draw against stoke City to move from 6th position to 5th on the EPL log Ì†ΩÌ±á https://t.co/kZv7jPOvSM",0,FALSE,FALSE,"822851543812739072",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Jan 21 17:01:10 +0000 2017",NA,NA,"en",13,FALSE,"London Colney, England","1094833622","Leave the past, live the present, create the future And most importantly I'm a die hard Arsenal fan yes I'm a GUNNER! YORUBA BOY TO THE CORE",FALSE,"Wed Jan 16 10:46:30 +0000 2013",64336,1762,593,FALSE,NA,"BALOGUN OGBOMOSO",NA,"en",NA,1219,"icekingflash",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
