"text","retweet_count","favorited","truncated","id_str","in_reply_to_screen_name","source","retweeted","created_at","in_reply_to_status_id_str","in_reply_to_user_id_str","lang","listed_count","verified","location","user_id_str","description","geo_enabled","user_created_at","statuses_count","followers_count","favourites_count","protected","user_url","name","time_zone","user_lang","utc_offset","friends_count","screen_name","country_code","country","place_type","full_name","place_name","place_id","place_lat","place_lon","lat","lon","expanded_url","url"
"RT @EddyBaker: I ain't even trippin on Trump being president. I barely follow the law anyways.",237,FALSE,FALSE,"822578339907010564",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Fri Jan 20 22:55:33 +0000 2017",NA,NA,"en",5,FALSE,NA,"1571517307","love yourself",TRUE,"Fri Jul 05 22:44:24 +0000 2013",20769,490,21039,FALSE,NA,"steezusbailey","Arizona","en",-25200,400,"villa_bailey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"So today Trump officially became president. Who had 2017 in the apocalypse sweepstakes?",0,FALSE,FALSE,"822578574788087809",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Fri Jan 20 22:56:29 +0000 2017",NA,NA,"en",11,FALSE,NA,"119114808","Journalism graduate, gamer, vaguely musical and a YouTube nut. My views are my own unless they're wrong. Co founded @TubeChum",TRUE,"Tue Mar 02 18:24:56 +0000 2010",12963,233,324,FALSE,"http://www.tubechum.com","Graham Marshall","London","en",0,390,"GrahamMarshall_",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RT @syababaddin: How are Islam when Donald Trump is the new president of America ? It's really hard to be a good Muslim.

Allahuakbar https‚Ä¶",9323,FALSE,FALSE,"822579112313311234",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",FALSE,"Fri Jan 20 22:58:37 +0000 2017",NA,NA,"en",5,FALSE,"Kuala Lumpur , Malaysia","614790915","Akhmar Nadzhar Ì†ºÌºπ #BudakUbat",TRUE,"Fri Jun 22 00:42:30 +0000 2012",16051,12035,88,FALSE,NA,"Zairi","Kuala Lumpur","en",28800,792,"ZairiRadzi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RT @samfellman: Mattis has already broken w/ Trump on NATO and threat posed by Russia, @nancyayoussef has reported‚Ä¶ ",1,FALSE,FALSE,"822579423681638401",NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iŒüS</a>",FALSE,"Fri Jan 20 22:59:52 +0000 2017",NA,NA,"en",1201,TRUE,"London, UK","14534827","Deputy Foreign Editor @BuzzFeedNews. Ex-Washington Post. I make a mean goat curry. anup.kaphle@buzzfeed.com.",FALSE,"Fri Apr 25 21:32:38 +0000 2008",49951,30176,1493,FALSE,"http://www.anupkaphle.com","Anup Kaphle","Eastern Time (US & Canada)","en",-18000,626,"AnupKaphle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://ift.tt/2jIkRtc",""
"RT @Davewellwisher: LindaSuhler: Watching the bands in President Trump's #Inauguration Parade reminds me of why we have bands.
So patriotic‚Ä¶",2,FALSE,FALSE,"822580795227471872",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Fri Jan 20 23:05:19 +0000 2017",NA,NA,"en",45,FALSE,NA,"800745527402893313","Artist",TRUE,"Mon Nov 21 16:59:45 +0000 2016",15545,192,8263,FALSE,NA,"Jem Brooke",NA,"en",NA,102,"LagrowJamie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Donald Trump is our president of the United States of America  congrats mr president",0,FALSE,FALSE,"822578542324150274",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Fri Jan 20 22:56:21 +0000 2017",NA,NA,"en",1,FALSE,"California,USA ","2330789407","Just a gamer and a fan of movies",FALSE,"Thu Feb 06 20:05:57 +0000 2014",387,728,20,FALSE,"http://www.twitch.tv/electrogaming92","electrogaming92 ‚ö°",NA,"en",NA,920,"electrogaming92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RT @jfberke: Yes, Richard Spencer did get punched in the face in D.C.

https://t.co/E8n7qdWe8f",11,FALSE,FALSE,"822579809331068936",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Fri Jan 20 23:01:23 +0000 2017",NA,NA,"en",3,FALSE,NA,"1859070366",NA,FALSE,"Fri Sep 13 01:32:51 +0000 2013",1500,30,1822,FALSE,NA,"Grace Luterek",NA,"en",NA,93,"gml3897",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/rashtrapatibhvn/status/822489570864308224","https://t.co/E8n7qdWe8f"
"RT @NormOrnstein: In front of the Trump International Hotel. Still owned, illegally and unconstitutionally, by the president! https://t.co/‚Ä¶",87,FALSE,FALSE,"822578617226063874",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Fri Jan 20 22:56:39 +0000 2017",NA,NA,"en",5,FALSE,"Greater North America","47528468",NA,TRUE,"Tue Jun 16 03:17:42 +0000 2009",1179,79,237,FALSE,NA,"Martin Crim","Tehran","en",12600,328,"martincrim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RT @HunterDK: Sorry, presidents aren't allowed to nominate anyone for the first year of their term because reasons and stuff. https://t.co/‚Ä¶",3,FALSE,FALSE,"822579028427149320",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Fri Jan 20 22:58:17 +0000 2017",NA,NA,"en",41,FALSE,NA,"27997907","IU alum, Bears/Bulls/Cubs/Hawks/Hoosier fan, media geek, liberal, Alpha Phi Omega, JCI, fantasy football addict, avid reader, dog & cat owner - all this & more.",TRUE,"Tue Mar 31 23:46:53 +0000 2009",17921,1005,19614,FALSE,"http://www.linkedin.com/in/rrosenth","Rachel Rosenthal","Central Time (US & Canada)","en",-21600,2884,"rrosenthal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"@chrisrock @HollyZena climate change and numerous other validated issues have ""vanished"" from white house pages already. Funny thatÌ†ΩÌ∏Ø",0,FALSE,FALSE,"822578798688342016","chrisrock","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Fri Jan 20 22:57:23 +0000 2017","822457018577457153","238319766","en",7,FALSE,"dublin, ireland","29083696","Forever travelling in an endless circle, chasing sunsets and moonlit nights...",FALSE,"Sun Apr 05 22:36:33 +0000 2009",6254,113,195,FALSE,NA,"serendipity two","Dublin","en",0,109,"spidermonkeytwo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RT @PoliticsGhost: True Capitalist Radio LIVE
.

.
https://t.co/X0Q2TByjJ0 
.

.
#TrumpInauguration  #InaugurationDay #BigBoyBongos #WatchU‚Ä¶",348,FALSE,FALSE,"822580343282823168",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Fri Jan 20 23:03:31 +0000 2017",NA,NA,"en",0,FALSE,NA,"786323746441207812",NA,FALSE,"Wed Oct 12 21:52:45 +0000 2016",38,3,0,FALSE,NA,"ThePissYellowHouse","Pacific Time (US & Canada)","en",-28800,0,"TheSolarUprise",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/leahrboss/status/822576435906879488","https://t.co/X0Q2TByjJ0"
"RT @SurfPHX: Lovely photo of our President Trump and his precious son, Barron! Ì†ΩÌ≤ô

Ì†ºÌ∑∫Ì†ºÌ∑∏#PresidentTrump
Ì†ºÌ∑∫Ì†ºÌ∑∏#FirstSon
Ì†ºÌ∑∫Ì†ºÌ∑∏#MAGA
Ì†ºÌ∑∫Ì†ºÌ∑∏‚Ä¶ ",66,FALSE,FALSE,"822579930148073475",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Fri Jan 20 23:01:52 +0000 2017",NA,NA,"en",92,FALSE,NA,"2377705375",NA,FALSE,"Fri Mar 07 21:53:39 +0000 2014",31654,2032,10832,FALSE,NA,"Brent Pritchard",NA,"en",NA,3822,"gardenstylespot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://motherboard.vice.com/read/all-references-to-climate-change-have-been-deleted-from-the-white-house-website",""
"RT @PolitiFact: President Trump said America's wealth has faded. Not by any numbers we found.
https://t.co/RpsKUYMunK https://t.co/HKOqV0SW‚Ä¶",305,FALSE,FALSE,"822579637435977730",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Fri Jan 20 23:00:43 +0000 2017",NA,NA,"en",67,FALSE,NA,"1933077001","Snarky, liberal, & general all-around crank. If you agree with me then you're probably right. I am what a #feminist looks like",FALSE,"Fri Oct 04 04:36:29 +0000 2013",23342,2549,15990,FALSE,NA,"Walt Kowalski",NA,"en",NA,3735,"getoffmylawn80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://tobtr.com/s/9761111","https://t.co/RpsKUYMunK"
"RT @chrissyteigen: Come, my son https://t.co/mgtbKFGHwn",358,FALSE,FALSE,"822579700308525057",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Fri Jan 20 23:00:58 +0000 2017",NA,NA,"en",8,FALSE,NA,"107299001","Spoiled Little L.A Girl",TRUE,"Fri Jan 22 03:38:05 +0000 2010",4311,427,2425,FALSE,NA,"Morgan Smith","Eastern Time (US & Canada)","en",-18000,900,"ms_m0rgan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/ajplus/status/822565515021389825","https://t.co/mgtbKFGHwn"
"""trump is president if u don't like it leave the country""
wait... so everyone who didn't like obama left the country?! i never knew that!!!",0,FALSE,FALSE,"822580639291572225",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Fri Jan 20 23:04:41 +0000 2017",NA,NA,"en",13,FALSE,"Goshen, IN","332314409","music lover. peach ring enthusiast. christ follower. lover of bookstores and earl grey tea",TRUE,"Sat Jul 09 15:48:34 +0000 2011",66483,1834,60476,FALSE,NA,"Hannah Sorrell","Quito","en",-18000,1350,"hannahkimberlee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yep, President Obama is a good man
Merely forgot 2 salute
Same w Trump
 @nsalifu33010 @IanBirdsall @rolandsmartin @YouTube",0,FALSE,FALSE,"822578778870345730","nsalifu33010","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Fri Jan 20 22:57:18 +0000 2017","822531519310860288","247642152","en",10,FALSE,"New York, USA","1909648446","I sort out the truth of politics & news from sources that claim neutral, right, left, radical, & libertarian points of view. Do good over feel good. ENTJ.",FALSE,"Fri Sep 27 00:52:46 +0000 2013",77,92,9,FALSE,NA,"Fostered Liberty","Eastern Time (US & Canada)","en",-18000,471,"FosteredLiberty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RT @MrWx0: Daley Plaza Chi  #refusefascism https://t.co/K4775GROVR",2,FALSE,FALSE,"822578726990913541",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Fri Jan 20 22:57:05 +0000 2017",NA,NA,"es",50,FALSE,"Chicago","2810111300","Stop Mass Incarceration Network Chicago       stopmassincarcerationchicago@gmail                                       312-933-9586",TRUE,"Sun Sep 14 20:47:50 +0000 2014",10299,1440,1619,FALSE,"http://stopmassincarceration.net","SMIN Chicago","Central Time (US & Canada)","en",-21600,4908,"StopMassIncChi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RT @WalshFreedom: The people smashing windows, destroying businesses &amp; attacking Cops on K Street aren't protestors, they're criminals.

Th‚Ä¶",467,FALSE,FALSE,"822580418973171712",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Fri Jan 20 23:03:49 +0000 2017",NA,NA,"en",0,FALSE,NA,"2735248044","turnt: True U R Not Tops",FALSE,"Fri Aug 15 19:12:03 +0000 2014",88,180,186,FALSE,NA,"Hanah Marie Jones",NA,"en",NA,253,"hanahjones4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RT @nytimes: We asked NYT readers what stood out in President Trump's inaugural speech https://t.co/4TDH0JjPRM https://t.co/W6llLCsZ8V",117,FALSE,FALSE,"822579676585619457",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Fri Jan 20 23:00:52 +0000 2017",NA,NA,"en",1,FALSE,"London/Wakefield","331110530","You Just Got Litt Up",FALSE,"Thu Jul 07 17:24:14 +0000 2011",6093,230,2352,FALSE,NA,"Tabbs","Casablanca","en",0,530,"tabbs_17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.hayesgriertour.com","https://t.co/4TDH0JjPRM"
"#FlashbackFriday to warm weather, green grass, and the 1986 #Volkswagen 411 Fastback! https://t.co/W3TwnMa4m0",0,FALSE,FALSE,"822578824479182852",NA,"<a href=""https://www.meetsoci.com"" rel=""nofollow"">SOCi - Simplifying Social Media</a>",FALSE,"Fri Jan 20 22:57:29 +0000 2017",NA,NA,"en",9,FALSE,"Norwood, MA","75013124","Our Massachusetts VW dealership is proud to serve Boston-area drivers with new and used Volkswagen sales, service and parts.",FALSE,"Thu Sep 17 13:36:38 +0000 2009",1066,122,18,FALSE,"http://www.vwgallery.com/index.htm","Volkswagen Norwood","Eastern Time (US & Canada)","en",-18000,202,"VWNorwood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RT @cliffiroanya: @GovernorPerry #Biafrans celebrating President Trump massacred by Nigerian soldiers, see picture and ABC News:‚Ä¶ ",5,FALSE,FALSE,"822577811902918656",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Fri Jan 20 22:53:27 +0000 2017",NA,NA,"en",83,FALSE,NA,"1379308099",NA,TRUE,"Thu Apr 25 11:56:33 +0000 2013",28631,283,988,FALSE,NA,"uzoukwu innocent",NA,"en",NA,1587,"brainflexdada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.theverge.com/2017/1/20/14341882/national-park-service-twitter-account-anti-trump-messages-inauguration",""
"RT @historyinflicks: NEVER FORGET Trump is President because the dumbest people on earth thought running a candidate under federal investig‚Ä¶",259,FALSE,FALSE,"822580317995302914",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Fri Jan 20 23:03:25 +0000 2017",NA,NA,"en",255,FALSE,"Philly suburb ","4746162935","| „Å¥„Éº„Å°„ÅèÌ†ΩÌ∞•| Japanese born & raised | Gen Xer | omnist | truthseeker | biotech scientist | #FeelTheBern #WaterIsLife #FreeAssange",TRUE,"Fri Jan 08 16:49:39 +0000 2016",42989,1000,40593,FALSE,"http://www.sanders.senate.gov/","‚â° Ì†ΩÌ∞∏PEACHY QOO ‚â°","Eastern Time (US & Canada)","en",-18000,640,"yamatoejam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RT @lizziegunter: As much as I would love to see Trump out of office, if he gets impeached, Mike Pence would become president. That terrifi‚Ä¶",3,FALSE,FALSE,"822578191130836992",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Fri Jan 20 22:54:58 +0000 2017",NA,NA,"en",2,FALSE,"Ypsi","169094964","Living life in the moment, mostly with my best friends. ‚ù§ 8.2.11 ‚ù§ EMU.",TRUE,"Wed Jul 21 14:47:01 +0000 2010",23508,286,12525,FALSE,NA,"Nichole","Eastern Time (US & Canada)","en",-18000,488,"n_renee_",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"""When you open your heart to patriotism, there is no room for prejudice."" - President Donald J. Trump",0,FALSE,FALSE,"822579717312303111",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",FALSE,"Fri Jan 20 23:01:02 +0000 2017",NA,NA,"en",0,FALSE,"Washington, DC","594795834","Certified Public Accountant",FALSE,"Wed May 30 16:21:05 +0000 2012",5,22,0,FALSE,NA,"Gregory Ramsey",NA,"en",NA,10,"ramsey_greg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RT if Trump is your president",0,FALSE,FALSE,"822579368253947906",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Fri Jan 20 22:59:38 +0000 2017",NA,NA,"en",5,FALSE,"United States of America","23495217","God bless and Roll Tide #TeamDillon",TRUE,"Mon Mar 09 20:28:15 +0000 2009",5955,723,2186,FALSE,NA,"Phil Fikes","Central Time (US & Canada)","en",-21600,1421,"PhilFikes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RT @dillian_b: If Donald trump can be president of the United States with tweets like this, no company should ever use my tweets a‚Ä¶ ",4560,FALSE,FALSE,"822578109484560385",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Fri Jan 20 22:54:38 +0000 2017",NA,NA,"en",28,FALSE,NA,"577645514","Golden girl. ‚ôåÔ∏è",TRUE,"Sat May 12 02:11:36 +0000 2012",61063,2514,185608,FALSE,"http://Instagram.com/ellyxj","E","Atlantic Time (Canada)","en",-14400,998,"efIexing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://nym.ag/2iKCSYN",""
"RT @SexualGif: ""Trump is becoming president tomorrow. We voted for him as a country and we need to accept it"" https://t.co/fV606dDjUa",371,FALSE,FALSE,"822580195135725568",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Fri Jan 20 23:02:55 +0000 2017",NA,NA,"en",3,FALSE,NA,"1419384306","Ô∏èCSUN ‚ö™Ô∏èÔ∏èÔ∏è | 19 | Snapchat: Chrismjvr",TRUE,"Sat May 11 00:38:11 +0000 2013",5923,210,4124,FALSE,NA,"Chrismjvr",NA,"en",NA,99,"Mr__Menjivar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lmao https://t.co/vVDYHHEUXd",0,FALSE,FALSE,"822578148000825344",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Fri Jan 20 22:54:47 +0000 2017",NA,NA,"ht",1,FALSE,"Staten Island, NY","614437476","\W/",FALSE,"Thu Jun 21 14:28:35 +0000 2012",1027,212,1513,FALSE,NA,"akmalÌ†ºÌΩë","Eastern Time (US & Canada)","en",-18000,155,"Akmal_Nurmatov1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://whitehouse.gov","https://t.co/vVDYHHEUXd"
"ahhh shit the fuck up https://t.co/nwlW69M4v0",0,FALSE,FALSE,"822579587515351040",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Fri Jan 20 23:00:31 +0000 2017",NA,NA,"en",0,FALSE,"Houston, TX","3102394688","ig: mikechainzlaflame / sc: wavy.savage",TRUE,"Sun Mar 22 02:18:39 +0000 2015",755,305,1953,FALSE,NA,"Michael Chambers.‚ö°Ô∏è",NA,"en",NA,149,"eatmikestweets",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://TheTrumpUsa.co.vu/1Wm","https://t.co/nwlW69M4v0"
"RT @nytimes: We asked NYT readers what stood out in President Trump's inaugural speech https://t.co/4TDH0JjPRM https://t.co/W6llLCsZ8V",185,FALSE,FALSE,"822580502901170176",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Fri Jan 20 23:04:09 +0000 2017",NA,NA,"en",34,FALSE,"SW Ontario","136801087","Photographer / Teacher 
Dave Chidley Photography",FALSE,"Sun Apr 25 00:05:31 +0000 2010",2301,599,1557,FALSE,"http://davechidley.ca","Dave Chidley","Eastern Time (US & Canada)","en",-18000,580,"DChidley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://tobtr.com/s/9761111","https://t.co/4TDH0JjPRM"
