"text","retweet_count","favorited","truncated","id_str","in_reply_to_screen_name","source","retweeted","created_at","in_reply_to_status_id_str","in_reply_to_user_id_str","lang","listed_count","verified","location","user_id_str","description","geo_enabled","user_created_at","statuses_count","followers_count","favourites_count","protected","user_url","name","time_zone","user_lang","utc_offset","friends_count","screen_name","country_code","country","place_type","full_name","place_name","place_id","place_lat","place_lon","lat","lon","expanded_url","url","hashtags"
"RT @chancetherapper: #IHaveADream today!",2245,FALSE,FALSE,821049517202096128,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Mon Jan 16 17:40:33 +0000 2017",NA,NA,"en",11,FALSE,"22. Austin, TX",377760859,"IG: kimberlynicolemorton SC: kimorton",TRUE,"Thu Sep 22 02:16:52 +0000 2011",24949,842,7382,FALSE,NA,"Kimberly â¡",NA,"en",NA,647,"KMorton03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IHaveADream"
"RT @dominiquiiie: #mce #MLKDAY civil rights made this possible...love you babe @slim_youngin https://t.co/mBffMAUaKc",3,FALSE,FALSE,821049517738901504,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Jan 16 17:40:34 +0000 2017",NA,NA,"en",3,FALSE,"Flagstaff, AZ",1861106204,"Get rich or die trying.  http://Repcreative.com",TRUE,"Fri Sep 13 16:37:30 +0000 2013",11388,602,10127,FALSE,"https://Instagram.com/jarrr___","Jar",NA,"en",NA,300,"Viajarrr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mce MLKDAY"
"RT @billclinton: Life's most persistent and urgent question is, âWhat are you doing for others?ââ Dr. Martin Luther King, Jr. #MLKDay",4794,FALSE,FALSE,821049517311201280,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Jan 16 17:40:33 +0000 2017",NA,NA,"en",1,FALSE,NA,236392029,NA,TRUE,"Mon Jan 10 13:49:33 +0000 2011",29,3,13,FALSE,NA,"Paul Cameron","Eastern Time (US & Canada)","en",-18000,37,"pc_long_point",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MLKDay"
"Every #MLKDay I read thru Dr King's life and quotes and mission... Dude had an incredible brain",0,FALSE,FALSE,821049517353082880,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Jan 16 17:40:33 +0000 2017",NA,NA,"en",1926,TRUE,"Indianapolis",137862496,"Guiness Book Record Holder attempting 2 make folks laugh. 1st comedy special Pat McAfee: UNCAGED is on iTunes. My mom said it doesn't suck. Snap~FourthDownBoss",TRUE,"Wed Apr 28 00:17:56 +0000 2010",37996,643505,152,FALSE,NA,"Pat McAfee","Eastern Time (US & Canada)","en",-18000,1548,"PatMcAfeeShow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MLKDay"
"RT @lelepons: âI have decided to stick to love. Hate is too great a burden to bear.â 

- Dr. Martin Luther King 

Happy #MLKDAY â¤â¦ ",740,FALSE,FALSE,821049517621542912,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Mon Jan 16 17:40:34 +0000 2017",NA,NA,"en",0,FALSE,"Sicilia ",759803347658346496,"Benjamin e Federico 
30.10.2016",FALSE,"Sun Jul 31 17:30:09 +0000 2016",1070,213,2133,FALSE,NA,"Marika 0+",NA,"it",NA,473,"proudofFede",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/Complex/status/821029099883950080","","MLKDAY"
"RT @lelepons: âI have decided to stick to love. Hate is too great a burden to bear.â 

- Dr. Martin Luther King 

Happy #MLKDAY â¤â¦ ",740,FALSE,FALSE,821049517046976512,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Jan 16 17:40:33 +0000 2017",NA,NA,"en",5,FALSE,"Rio Grande do Sul, Brasil",757440999513788416,"@Justinbieber Please follow me â¤ï¸",FALSE,"Mon Jul 25 05:03:01 +0000 2016",7833,484,2582,FALSE,NA,"Greice Bieber",NA,"pt",NA,317,"greh_martins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://youtu.be/K3Mqw0q53lQ","","MLKDAY"
"RT @ABC: Happy Martin Luther King, Jr. Day: ""The time is always right to do what is right."" https://t.co/7i5AfZdBQ3 #MLKDAY https://t.co/sRâ¦",1022,FALSE,FALSE,821049517734772736,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",FALSE,"Mon Jan 16 17:40:34 +0000 2017",NA,NA,"en",13,FALSE,"Roanoke VA",252838012,"I am a fan of Arrow and the Flash and all the great show on tv but this girl is a fan of Olicity all the way.",TRUE,"Wed Feb 16 01:00:59 +0000 2011",16333,613,2507,FALSE,NA,"Jennifer Booker",NA,"en",NA,2629,"Blastgirl12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/oddsviews/status/821004816625188864","https://t.co/7i5AfZdBQ3","MLKDAY"
"RT @CHWEDIAMANDIS: â let's think of good thoughts so there are no more worries 

#CaratSelcaDay #17CaratSelcaDay https://t.co/qRqtb2yx9Y",12,FALSE,FALSE,821049517608943616,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Mon Jan 16 17:40:34 +0000 2017",NA,NA,"en",24,FALSE,"aashico",2598130451,"xiuchen & sope + rÃ©el que la loi de Beer Lambert /// hawaii you",FALSE,"Tue Jun 10 15:37:25 +0000 2014",40085,710,22620,FALSE,NA,"was xiumintaro24k","Pacific Time (US & Canada)","fr",-28800,658,"24KISUMIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CaratSelcaDay 17CaratSelcaDay"
"RT @TheDemocrats: Remembering that, together, we can build a brighter future for ourselves and our fellow Americans. #MLKDay https://t.co/Tâ¦",322,FALSE,FALSE,821049518422532096,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Mon Jan 16 17:40:34 +0000 2017",NA,NA,"en",122,FALSE,"Marlborough MA",33321278,"Truly â¤ï¸people, travel, photography, life. RNY surgery 1/3/08 restarted a healthier me. Bariatric surgeon; lost 100% excess lost more since then",TRUE,"Sun Apr 19 21:49:48 +0000 2009",28485,976,40747,FALSE,"http://CurrentAwesome.blogspot.com","Linda Lombardo",NA,"en",NA,1754,"AwesomeForever",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MLKDay"
"RT @Mariners: ""Hate cannot drive out hate: Only love can do that.""

His impact is felt today, and will be for generations. #MLKDay https://â¦",37,FALSE,FALSE,821049517734821888,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Jan 16 17:40:34 +0000 2017",NA,NA,"en",41,FALSE,"California, USA",4880363587,"From Tri-Cities, Washington. Spent a lot of time overseas, and also attended WSU. Diehard fan Seahawks, Mariners, Sounders, Sonics, Storm, MUFC forever!",TRUE,"Mon Feb 08 23:40:40 +0000 2016",13713,922,20809,FALSE,NA,"Lost in LA",NA,"en",NA,1909,"erbrlob",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MLKDay"
"Another look at your afternoon forecast for #MLKDay. Near steady temperatures hold in the 40s. https://t.co/PSx3pDfICV",0,FALSE,FALSE,821049516065439744,NA,"<a href=""http://www.socialnewsdesk.com"" rel=""nofollow"">SocialNewsDesk</a>",FALSE,"Mon Jan 16 17:40:33 +0000 2017",NA,NA,"en",64,TRUE,"Lynchburg, VA",734033185,"@ABC13News Meteorologist. @GeorgiaTech grad. Weather geek. Puppy parent. Coffee lover. @Braves, @NASCAR fan. Instagram: lefevreweather. RT's â  endorsements.",TRUE,"Fri Aug 03 03:00:05 +0000 2012",10301,1704,3961,FALSE,"http://www.facebook.com/MelissaLeFevreWX","Melissa Le Fevre","Atlantic Time (Canada)","en",-14400,822,"LeFevreWX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MLKDay"
"RT @trumanquinn: Moby Dick Nixon #60sSchmovies",1,FALSE,FALSE,821049518439350272,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Mon Jan 16 17:40:34 +0000 2017",NA,NA,"en",1,FALSE,NA,780763105106145280,"psyche by ren & stimpy í ½í¸ est.10/12/16. happy happy joy joy  #SharksForLife  @SanJoseSharks",FALSE,"Tue Sep 27 13:36:45 +0000 2016",598,53,1314,FALSE,NA,"JustTealWithIt",NA,"en",NA,72,"Scootergrant2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60sSchmovies"
"RT @SimonStormRider: Please have a good &amp; thoughtful #MLKDAY and reflect on the progress and progress still needed for which  #MLK sacrificâ¦",1,FALSE,FALSE,821049518154272768,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Mon Jan 16 17:40:34 +0000 2017",NA,NA,"en",6,FALSE,"Charleston, SC",1563751609,"Meteorology student at the College of Charleston. Lover of weather (particularly the tropics), movies, food, & people.",FALSE,"Tue Jul 02 17:43:52 +0000 2013",3522,286,8588,FALSE,NA,"Trevor Gibbs","Eastern Time (US & Canada)","en",-18000,327,"TrevorsWeather",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MLKDAY MLK"
"RT @MuhammadAli: ""Our lives begin to end the day we become silent about things that matter."" - Martin Luther King, Jr.Â #MLKDay https://t.coâ¦",1161,FALSE,FALSE,821049518632341504,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Jan 16 17:40:34 +0000 2017",NA,NA,"en",5,FALSE,"Port St Lucie, FL",3307234495,"Dream on with positive vibes",TRUE,"Wed Aug 05 19:45:46 +0000 2015",5387,236,3997,FALSE,NA,"Cholo the Idealistâ¨",NA,"en",NA,179,"OGCHOLO2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MLKDay"
"RT @lelepons: âI have decided to stick to love. Hate is too great a burden to bear.â 

- Dr. Martin Luther King 

Happy #MLKDAY â¤â¦ ",741,FALSE,FALSE,821049518078722048,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Jan 16 17:40:34 +0000 2017",NA,NA,"en",2,FALSE,"Southend, England",714341423248703488,"if I could ask Justin one question it would be: will you marry me â¤ï¸í ½í²",FALSE,"Mon Mar 28 06:40:41 +0000 2016",159,26,72,FALSE,NA,"JUSTIN PLS FOLLOW ME",NA,"en-GB",NA,52,"clemdotcom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://Serve.Gov","","MLKDAY"
"RT @lelepons: âI have decided to stick to love. Hate is too great a burden to bear.â 

- Dr. Martin Luther King 

Happy #MLKDAY â¤â¦ ",742,FALSE,FALSE,821049518728904704,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Jan 16 17:40:34 +0000 2017",NA,NA,"en",6,FALSE,NA,754091546346196992,"I support a couple of idiots and im so fucking proud of it..",FALSE,"Fri Jul 15 23:13:29 +0000 2016",6386,689,2783,FALSE,"http://Instagram.com/livingforjian","í ¼í¾","Pacific Time (US & Canada)","en",-28800,448,"lawleystangled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/FBI/status/821037660613398529","","MLKDAY"
"RT @lelepons: âI have decided to stick to love. Hate is too great a burden to bear.â 

- Dr. Martin Luther King 

Happy #MLKDAY â¤â¦ ",743,FALSE,FALSE,821049519064420352,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Mon Jan 16 17:40:34 +0000 2017",NA,NA,"en",0,FALSE,"SÃ£o Paulo, Brasil",2800762822,"ABERTA A NOVAS AMIZADES, 12 anos í ½í²


                ********BELIEBER NA AREA*********",FALSE,"Thu Oct 02 20:16:07 +0000 2014",285,95,438,FALSE,"https://www.youtube.com/channel/UCQ-1vXvrTdSdv5uMIxaufgg","lalala â¡","Santiago","pt",-10800,113,"tay_marquesss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/i/web/status/821049612354154497","","MLKDAY"
"RT @sarajoc5: .@TheView .@ABC .@sunny .@clayaiken 
Show was great! #MLKDay
And the segment w/kids being bullied in school by @sunny &amp; @clayâ¦",5,FALSE,FALSE,821049519475486720,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Mon Jan 16 17:40:34 +0000 2017",NA,NA,"en",1,FALSE,"New Hampshire",237771071,"I am a NE housewife who loves music.   Also loves the Red Sox and Patriots.",FALSE,"Thu Jan 13 15:59:23 +0000 2011",777,155,370,FALSE,NA,"Genevieve Scarfo","Eastern Time (US & Canada)","en",-18000,240,"GennaScarfo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MLKDay"
"RT @artjunhuis: you're all i need. 
#CaratSelcaDay #17caratselcaday https://t.co/MZkhc5sRwR",1,FALSE,FALSE,821049520297345024,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Jan 16 17:40:34 +0000 2017",NA,NA,"en",83,FALSE,"s v california xicana",576955170,"@soloyoongirise: I, sydni iolana, will from now on only love, mariana de la rosa and hansol vernon chwe.",TRUE,"Fri May 11 05:41:05 +0000 2012",161639,7843,30727,FALSE,"http://curiouscat.me/hansolsgf","mar","Pacific Time (US & Canada)","en",-28800,168,"hansolsgf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CaratSelcaDay 17caratselcaday"
"RT @BerniceKing: Happy birthday dad, I miss you! #MLK https://t.co/VnOKRFsSBE",36047,FALSE,FALSE,821049520167485440,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Jan 16 17:40:34 +0000 2017",NA,NA,"en",1,FALSE,"813 ",2904621123,"â¢look both ways before you cross my mindâ¢ rhs",TRUE,"Thu Dec 04 03:42:40 +0000 2014",5833,455,6522,FALSE,NA,"sad and boujee âï¸",NA,"en",NA,960,"banana_xoo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MLK"
"RT @RandPaul: Let's celebrate #MLKDAY by uniting the two Americas into one America that includes justice for all: https://t.co/sWhUqAGHr7",85,FALSE,FALSE,821049520347901952,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Mon Jan 16 17:40:34 +0000 2017",NA,NA,"en",2,FALSE,NA,739532231753007104,NA,FALSE,"Sun Jun 05 18:59:58 +0000 2016",65,11,1,FALSE,NA,"Merie  Corigliano",NA,"en",NA,68,"doglover1217",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://bit.ly/2jrFA4g","https://t.co/sWhUqAGHr7","MLKDAY"
"RT @SIRRELIS: No disrespectí ½í²¯ #HappyBirthdayAaliyahâ¤ï¸í ¼í¾ Miss her dearly , but how she trending &amp; my brother Dr. Martin Luther Kingâ¦ ",1637,FALSE,FALSE,821049520402399232,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Jan 16 17:40:34 +0000 2017",NA,NA,"en",126,FALSE,"Chilling Vibing to Tupac",4707481859,"ASPIRING ACTRESS/SUCCESS/ #longliveteehí ½í² Snapchat:@justquayy",FALSE,"Mon Jan 04 19:03:40 +0000 2016",128048,23988,11994,FALSE,NA,"Quayí ½í²","Pacific Time (US & Canada)","en",-28800,19791,"quuay__",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://archive.org/details/MLKFBI","","HappyBirthdayAaliyah"
"RT @lelepons: âI have decided to stick to love. Hate is too great a burden to bear.â 

- Dr. Martin Luther King 

Happy #MLKDAY â¤â¦ ",745,FALSE,FALSE,821049520972775424,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Mon Jan 16 17:40:34 +0000 2017",NA,NA,"en",11,FALSE,"EspaÃ±a",183326158,"expect the unexpected",FALSE,"Thu Aug 26 18:42:48 +0000 2010",83182,3649,782,FALSE,"http://www.justinbiebermusic.com/",".","Greenland","es",-10800,593,"ourpurpose_",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/i/web/status/821049617282433025","","MLKDAY"
"RT @theoneprinceton: #HappyMLKday í ¼í¿âí ¼í¿¾
#HappyBirthdayAaliyah í ½í±¸í ¼í¿¾í ¼í¾¼
#HappyBirthdaySade í ¼í¾·í ¼í¼

I'm just going to dance all day í ½í¹í ¼í¿¾í ½í¸©â¤ï¸&amp; be thankful!â¦",96,FALSE,FALSE,821049520586981376,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Jan 16 17:40:34 +0000 2017",NA,NA,"en",12,FALSE,"USA",207677908,"Music lover, dancer, songwriter, a little bit of this and a lot of that... /.\",FALSE,"Mon Oct 25 20:33:40 +0000 2010",18020,1411,35769,FALSE,NA,"Mario Rodriguez","Central Time (US & Canada)","en",-21600,5000,"MarioRLuv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HappyMLKday HappyBirthdayAaliyah HappyBirthdaySade"
"RT @Barnacules: Happy #MLKDAY 
Don't' be a racist douche-nozzle... #DropsMic https://t.co/yQhN70YiAX",1,FALSE,FALSE,821049521455042560,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Mon Jan 16 17:40:34 +0000 2017",NA,NA,"en",9,FALSE,"Wrong turn in Albuquerque...",23592996,"Obsessed with: sci/tech, the future.
Does: 3D modeling/printing, coding, art, vidja games, vg music.
Wants: Fun, Peace&Equality, to live in VR, smart AI/robots.",FALSE,"Tue Mar 10 13:49:08 +0000 2009",1868,65,193,FALSE,"http://Www.Just3dMods.com","TrevorDunbear","Mountain Time (US & Canada)","en",-25200,174,"TrevorDunbar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MLKDAY DropsMic"
"RT @MichaelSkolnik: Dr. Martin Luther King Jr.'s Last Speech.
""I've Been To The Mountaintop.""
April 3, 1968.
#MLKDay https://t.co/JepIqPnKpU",3247,FALSE,FALSE,821049521387999232,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",FALSE,"Mon Jan 16 17:40:34 +0000 2017",NA,NA,"en",10,FALSE,"With My Negus ",237373425,"Creative Junkiez CEO and VLLNZ6â£1â£5â£|Xan-ography| for business inquiries email morganthompson09@gmail.com | I could never lose, what you thought?",TRUE,"Wed Jan 12 18:05:19 +0000 2011",25297,1626,2681,FALSE,"https://www.youtube.com/watch?v=cOd8aTFwvEE","Xan Zan Xaní ¾í´¦í ¼í¿¾ââï¸","Mountain Time (US & Canada)","en",-25200,1595,"xanzanxan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MLKDay"
"RT @AudreyWSBTV: Today, we celebrate a King.
@wsbtv #MLKDay #MLK https://t.co/KamRfwNtkg",18,FALSE,FALSE,821049521497108480,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Mon Jan 16 17:40:34 +0000 2017",NA,NA,"en",0,FALSE,NA,724667065,NA,TRUE,"Sun Jul 29 21:27:03 +0000 2012",350,9,3395,FALSE,NA,"sapphire",NA,"en",NA,25,"virgod1967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MLKDay MLK"
"RT @AynRandInst: #MLKDAY offers us an opportunity to reaffirm our commitment to eradicating racism in all its forms. https://t.co/EuUKAHNPFv",2,FALSE,FALSE,821049520826056704,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Jan 16 17:40:34 +0000 2017",NA,NA,"en",196,FALSE,NA,3231157885,"Your window to the best minds on Twitter.                                                           #Truth #Objectivism #AynRand #Capitalism #CapitalistAndProud",FALSE,"Sun May 31 00:07:39 +0000 2015",57735,508,296,FALSE,NA,"Objectivist Tweets","Pacific Time (US & Canada)","en",-28800,96,"ObjectiviTweets",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://bit.ly/2buZWqH","https://t.co/EuUKAHNPFv","MLKDAY"
"Equality is what His dream was about and yet some of this nations cities do not celebrate this day. This dream must be reality #MLKDAY -God",0,FALSE,FALSE,821049521681666048,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>",FALSE,"Mon Jan 16 17:40:34 +0000 2017",NA,NA,"en",5,FALSE,"Kansas City, MO",805289712231575552,"Science & Technology Politics Health Business & Finance Arts Music Government & Politics United States Cabinet Gov Officials & Agencies Humanitarian Fun Amazing",FALSE,"Sun Dec 04 05:56:43 +0000 2016",185,20,2,FALSE,NA,"GOD ALMIGHTY",NA,"en",NA,260,"GODALMIGHTY86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MLKDAY"
"RT @colbertlateshow: Civil Rights leader @repjohnlewis sits down with @JonBatiste for The Late Show's Barbershop Stories #MLKDayâ¦ ",39,FALSE,FALSE,821049522281295872,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Mon Jan 16 17:40:35 +0000 2017",NA,NA,"en",7,FALSE,NA,796320586972676096,NA,FALSE,"Wed Nov 09 11:56:37 +0000 2016",4621,73,3990,FALSE,NA,"James do",NA,"en",NA,102,"Jamesdo222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/wonsolsgf/status/821048468584140804","","MLKDay"
"RT @SupermanTweets: Happy #MLKDay  because I have a dream that one day a year, 
Earth will remember a true hero of its own: Martin Luthâ¦ ",49,FALSE,FALSE,821049521778069504,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Mon Jan 16 17:40:35 +0000 2017",NA,NA,"en",1,FALSE,"Michigan, USA",35065899,"Every day I get up, convert oxygen into carbon dioxide, create pure awesomeness from nothing, survive, love... and then go to bed.",FALSE,"Fri Apr 24 22:44:04 +0000 2009",1850,88,1005,FALSE,NA,"Cassandra B","Arizona","en",-25200,111,"downbetsy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.telegraph.co.uk/news/2016/06/14/orlando-shooting-wife-of-omar-mateen-knew-he-was-planning-massac/?utm_source=dlvr.it&utm_medium=twitter","","MLKDay"
"RT NBATV: .steve21smith &amp; RickFox describe the honor of playing on #MLKDAY https://t.co/dYAK4gkuWm #NBA",0,FALSE,FALSE,821049522042310656,NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>",FALSE,"Mon Jan 16 17:40:35 +0000 2017",NA,NA,"en",159,FALSE,"EspaÃ±a",835126446,"App to follow live #NBA, #LigaEndesa & #EuroLeague: Scores, Stats, Media, News / Sigue en vivo la Liga Endesa #ACB, NBA y EuroLiga: Resultados y EstadÃ­sticas",FALSE,"Thu Sep 20 08:58:00 +0000 2012",214324,1385,331,FALSE,"https://play.google.com/store/apps/details?id=es.ramtor.acb","ACB Jornada Virtual","Madrid","es",3600,294,"ACBJV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MLKDAY NBA"
"RT @DleeWill: ""I haven't lost faith. Because the arc of the moral universe is long, but it bends towards justice."" -MLK #MLKDAYâ¦ ",207,FALSE,FALSE,821049522822479872,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Mon Jan 16 17:40:35 +0000 2017",NA,NA,"en",11,FALSE,NA,757377668023259136,"dont judge what you dontkw.",FALSE,"Mon Jul 25 00:51:22 +0000 2016",1054,3,529,FALSE,NA,"Minnie Kandolf",NA,"en",NA,34,"minnie_kandolf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://archive.org/details/MLKFBI","","MLKDAY"
"RT @lelepons: âI have decided to stick to love. Hate is too great a burden to bear.â 

- Dr. Martin Luther King 

Happy #MLKDAY â¤â¦ ",746,FALSE,FALSE,8.21049522575e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Jan 16 17:40:35 +0000 2017",NA,NA,"en",0,FALSE,NA,819229366437683200,NA,FALSE,"Wed Jan 11 17:07:56 +0000 2017",115,18,180,FALSE,NA,"B.",NA,"pt",NA,48,"heybdrew",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/p/BPVYAQ1DSsl/","","MLKDAY"
"RT @diddy: And this will be the day -- this will be the day when all of God's children will be able to sing with new meaning: #IHaveADream",70,FALSE,FALSE,821049522990223360,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Jan 16 17:40:35 +0000 2017",NA,NA,"en",19,FALSE,"Everywhere, You Ain't",38461392,"God-fearing young_man PROUD FATHER OF LONDYN-SKYE ELIZABETH AGYEMAN I TWEEt for entertainment Purposes",TRUE,"Thu May 07 16:20:43 +0000 2009",8847,791,62,FALSE,"http://www.facebook.com/lloyd.k.agyeman?m2w","mr. huxtable","Eastern Time (US & Canada)","en",-18000,709,"BankSy232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IHaveADream"
"RT @lelepons: âI have decided to stick to love. Hate is too great a burden to bear.â 

- Dr. Martin Luther King 

Happy #MLKDAY â¤â¦ ",747,FALSE,FALSE,821049523363610624,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Mon Jan 16 17:40:35 +0000 2017",NA,NA,"en",30,FALSE,"jb & ag",2820456586,"eu amo a @jbmyworId vcs eu sÃ³ aturo",FALSE,"Thu Oct 09 20:08:06 +0000 2014",30855,2854,5494,FALSE,"http://www.thewalkingdead.com","á ","Brasilia","pt",-7200,1979,"biebertalisman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/i/web/status/821049621237481473","","MLKDAY"
"Lamentable los hechos que ocurrieron en el cierre del #BPMfestival  en la discoteca #Blueparrot í ½í¸¢ algo jamÃ¡s visto en Playa del Carmen.",0,FALSE,FALSE,821049523485016064,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Mon Jan 16 17:40:35 +0000 2017",NA,NA,"es",2,FALSE,NA,270064875,"Nature, explore, caribbean, travel, & sport.",TRUE,"Mon Mar 21 22:59:18 +0000 2011",5599,258,93,FALSE,NA,"Amieâ¤","Eastern Time (US & Canada)","es",-18000,290,"JeeaniR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BPMfestival Blueparrot"
"RT @K_JeanPierre: If this doesn't move you, not sure what will. #MLKDAY https://t.co/Ph0nC6CBL8",5,FALSE,FALSE,821049523334062080,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Jan 16 17:40:35 +0000 2017",NA,NA,"en",211,FALSE,"California, USA",3011582208,"Living on Gods Word.",TRUE,"Fri Feb 06 19:17:46 +0000 2015",158393,705,103244,FALSE,NA,"Rosina Rosales",NA,"en",NA,306,"RosalesRosina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.cbsnews.com/news/noor-salman-wife-of-orlando-massacre-shooter-omar-mateen-arrested-san-francisco/","https://t.co/Ph0nC6CBL8","MLKDAY"
